DTE,MARKETINGCHANNELGROUP,USER_ID,FIRST_PRCHS_DATE,GENRE_CAT_FINAL,ARTISTCATEGORY,TICKETSSOLDFP,GMSFP,GCFS,M12TICKETSSOLD,M12GMS
13,Paid Search,"84,674,225",01/31/2016 00:00:00,Theater,1.TOP 50,2,269,1,228,"34,368"
57,Unknown,"26,604,858",01/02/2016 00:00:00,Theater,3.100-200,2,131,1,541,"38,891"
4,Unknown,"7,006,377",01/05/2016 00:00:00,Theater,1.TOP 50,2,307,1,"11,303","2,125,289"
2,Unknown,"10,458,103",01/10/2016 00:00:00,Theater,6.>1000,1,140,1,"2,421","259,300"
3,SEO,"10,458,103",01/03/2016 00:00:00,Theater,6.>1000,3,209,1,"2,369","251,229"
34,Paid Search,"10,862,691",01/28/2016 00:00:00,Theater,6.>1000,2,216,0,10,"2,714"
2,SEO,"14,834,910",01/14/2016 00:00:00,Theater,2.50-100,3,288,1,"8,982","2,356,981"
9,Unknown,"664,250",01/01/2016 00:00:00,Theater,1.TOP 50,2,"1,768",1,"2,428","1,046,972"
1,Paid Search,"5,012,653",01/18/2016 00:00:00,Theater,5.600-1000,1,73,1,14,"3,828"
37,Unknown,"2,156,413",01/11/2016 00:00:00,Theater,3.100-200,2,233,0,2,242
25,Unknown,"77,052,485",01/17/2016 00:00:00,Theater,1.TOP 50,2,596,1,6,"1,130"
9,Unknown,"25,700,218",01/09/2016 00:00:00,Theater,4.200-600,4,426,1,866,"67,044"
9,Paid Search,"19,902,555",01/29/2016 00:00:00,Theater,6.>1000,4,151,1,157,"6,911"
13,SEO,"5,109,767",01/10/2016 00:00:00,Theater,1.TOP 50,2,321,1,401,"49,940"
5,Paid Search,"29,191,093",01/29/2016 00:00:00,Theater,5.600-1000,2,309,1,2,329
88,Unknown,"15,197,733",01/13/2016 00:00:00,Theater,3.100-200,1,181,1,25,"3,497"
31,Unknown,"14,157,610",01/12/2016 00:00:00,Theater,6.>1000,2,278,1,8,950
16,Unknown,"78,867,977",01/22/2016 00:00:00,Theater,1.TOP 50,2,356,0,6,"1,045"
16,Unknown,"34,762,852",01/13/2016 00:00:00,Theater,1.TOP 50,2,"1,292",0,2,"1,292"
1,Unknown,"27,968,506",01/09/2016 00:00:00,Theater,6.>1000,2,181,1,62,"54,013"
11,Unknown,"2,570,560",01/16/2016 00:00:00,Theater,1.TOP 50,1,471,0,2,941
15,Unknown,"80,538,889",01/09/2016 00:00:00,Theater,5.600-1000,2,239,1,3,148
4,Paid Search,"10,814,516",01/20/2016 00:00:00,Theater,3.100-200,2,333,1,"1,875","318,042"
11,SEO,"75,899,025",01/04/2016 00:00:00,Theater,4.200-600,3,367,0,2,245
1,Unknown,"85,576,097",01/29/2016 00:00:00,Theater,3.100-200,2,220,1,4,367
1,Paid Search,"2,280,118",01/07/2016 00:00:00,Theater,1.TOP 50,4,648,1,"1,443","288,367"
54,Unknown,"85,138,206",01/06/2016 00:00:00,Theater,3.100-200,3,367,0,3,577
47,Paid Search,"85,257,272",01/04/2016 00:00:00,Theater,4.200-600,2,631,1,4,581
175,Unknown,"20,250,265",01/15/2016 00:00:00,Theater,1.TOP 50,2,649,1,"76,651","8,035,441"
22,Paid Search,"805,465",01/30/2016 00:00:00,Theater,6.>1000,2,217,1,"299,741","32,580,387"
14,Paid Search,"340,711",01/15/2016 00:00:00,Theater,4.200-600,2,134,1,"70,924","5,943,427"
8,Paid Search,"576,930",01/05/2016 00:00:00,Theater,6.>1000,4,466,1,"117,236","20,796,734"
39,Unknown,"915,208",01/04/2016 00:00:00,Theater,1.TOP 50,3,727,1,"49,524","5,738,646"
22,Paid Search,"357,984",01/10/2016 00:00:00,Theater,4.200-600,2,211,1,"406,682","58,118,003"
93,Unknown,"9,337,382",01/09/2016 00:00:00,Theater,3.100-200,4,675,1,"79,070","33,361,712"
88,Paid Search,"9,337,382",01/25/2016 00:00:00,Theater,4.200-600,2,578,1,"76,503","32,386,047"
112,Unknown,"9,337,382",01/22/2016 00:00:00,Theater,1.TOP 50,1,748,1,"76,963","32,543,069"
152,Unknown,"350,961",01/05/2016 00:00:00,Theater,6.>1000,3,198,1,"110,539","8,757,936"
1,Unknown,"27,458,247",01/16/2016 00:00:00,Theater,6.>1000,2,358,1,"216,923","21,554,860"
15,Paid Search,"15,876,716",01/22/2016 00:00:00,Theater,3.100-200,2,303,1,"22,457","3,156,456"
2,Paid Search,"13,977,340",01/09/2016 00:00:00,Theater,5.600-1000,2,105,1,"217,501","39,096,419"
93,Unknown,"13,977,340",01/21/2016 00:00:00,Theater,5.600-1000,3,362,1,"215,692","39,849,138"
138,Paid Search,"3,131,832",01/25/2016 00:00:00,Theater,1.TOP 50,2,424,1,"2,990","414,596"
30,Unknown,"7,700,938",01/04/2016 00:00:00,Theater,1.TOP 50,1,355,1,"504,608","55,328,453"
99,Unknown,"7,700,938",01/27/2016 00:00:00,Theater,1.TOP 50,2,"1,181",1,"502,586","54,943,677"
47,SEO,"30,061,475",01/12/2016 00:00:00,Theater,3.100-200,3,147,1,"46,514","3,262,153"
41,SEO,"162,377",01/18/2016 00:00:00,Theater,6.>1000,2,383,1,"214,253","27,650,699"
16,Unknown,"162,377",01/09/2016 00:00:00,Theater,3.100-200,5,546,1,"216,639","27,636,676"
12,Unknown,"32,874,568",01/26/2016 00:00:00,Theater,4.200-600,2,249,1,"34,924","9,170,446"
34,Unknown,"27,959,176",01/18/2016 00:00:00,Theater,6.>1000,2,265,0,"1,298","206,929"
16,Paid Search,"17,636,360",01/22/2016 00:00:00,Theater,4.200-600,2,356,1,761,"116,825"
2,SEO,"8,609,338",01/29/2016 00:00:00,Theater,4.200-600,2,113,1,"12,512","1,204,811"
7,SEO,"8,609,338",01/24/2016 00:00:00,Theater,4.200-600,4,281,1,"12,383","1,192,364"
2,Paid Search,"2,928,307",01/05/2016 00:00:00,Theater,1.TOP 50,4,142,1,"54,746","4,206,817"
2,Unknown,"341,081",01/22/2016 00:00:00,Theater,6.>1000,2,332,1,"51,665","7,121,033"
2,Paid Search,"16,324,604",01/22/2016 00:00:00,Theater,3.100-200,2,583,1,"28,736","2,305,837"
23,SEO,"10,679,305",01/21/2016 00:00:00,Theater,4.200-600,2,329,1,"60,780","5,233,506"
0,Unknown,"7,712,245",01/17/2016 00:00:00,Theater,3.100-200,3,323,1,"3,119","665,542"
33,Unknown,"9,010,372",01/08/2016 00:00:00,Theater,1.TOP 50,2,478,1,"280,834","24,232,455"
1,SEO,"9,299,768",01/29/2016 00:00:00,Theater,6.>1000,2,178,1,"147,252","14,369,451"
119,Paid Search,"10,257,943",01/09/2016 00:00:00,Theater,6.>1000,2,640,1,"1,111","332,662"
101,Unknown,"2,672,781",01/28/2016 00:00:00,Theater,5.600-1000,3,234,1,"18,863","2,126,204"
2,Paid Search,"2,672,781",01/23/2016 00:00:00,Theater,6.>1000,2,113,1,"18,971","2,137,815"
101,Unknown,"2,672,781",01/25/2016 00:00:00,Theater,4.200-600,2,160,1,"18,941","2,134,650"
18,SEO,"1,351,969",01/07/2016 00:00:00,Theater,4.200-600,4,211,1,"5,153","644,693"
1,Paid Search,"1,351,969",01/23/2016 00:00:00,Theater,4.200-600,7,488,1,"4,979","622,774"
5,SEO,"1,351,969",01/26/2016 00:00:00,Theater,3.100-200,2,220,1,"4,952","618,739"
2,Unknown,"3,932,683",01/01/2016 00:00:00,Theater,3.100-200,2,181,1,"9,355","1,023,715"
27,SEO,"729,537",01/17/2016 00:00:00,Theater,2.50-100,2,93,1,"40,229","3,408,873"
16,SEO,"318,985",01/14/2016 00:00:00,Theater,4.200-600,2,68,1,"2,046,946","213,677,787"
2,Unknown,"318,985",01/02/2016 00:00:00,Theater,2.50-100,2,541,1,"2,051,831","213,927,022"
55,SEO,"318,985",01/24/2016 00:00:00,Theater,2.50-100,2,169,1,"2,042,253","213,797,752"
39,SEO,"318,985",01/11/2016 00:00:00,Theater,4.200-600,2,219,1,"2,047,218","213,612,617"
45,Paid Search,"318,985",01/08/2016 00:00:00,Theater,3.100-200,2,110,1,"2,049,031","213,784,870"
13,Paid Search,"318,985",01/04/2016 00:00:00,Theater,3.100-200,2,181,1,"2,051,042","213,888,940"
4,Paid Search,"5,314,684",01/21/2016 00:00:00,Theater,6.>1000,2,60,1,"42,922","3,418,793"
2,Paid Search,"11,362,092",01/02/2016 00:00:00,Theater,3.100-200,5,441,1,"113,709","6,763,166"
1,Paid Search,"576,912",01/29/2016 00:00:00,Theater,4.200-600,2,349,1,"64,500","19,233,135"
17,Paid Search,"576,912",01/21/2016 00:00:00,Theater,3.100-200,2,441,1,"65,370","19,634,133"
2,Paid Search,"576,912",01/14/2016 00:00:00,Theater,1.TOP 50,5,672,1,"65,883","19,807,185"
10,Unknown,"576,912",01/28/2016 00:00:00,Theater,4.200-600,3,300,1,"64,601","19,246,601"
3,SEO,"576,912",01/19/2016 00:00:00,Theater,1.TOP 50,2,383,1,"65,603","19,702,854"
17,Paid Search,"1,112,334",01/07/2016 00:00:00,Theater,3.100-200,2,204,1,504,"70,436"
2,SEO,"9,395,515",01/30/2016 00:00:00,Theater,5.600-1000,2,117,1,"83,625","8,993,420"
6,Paid Search,"162,377",01/26/2016 00:00:00,Theater,4.200-600,5,358,1,"211,473","27,392,829"
10,SEO,"162,377",01/29/2016 00:00:00,Theater,5.600-1000,3,179,1,"210,314","27,462,715"
26,Unknown,"457,798",01/26/2016 00:00:00,Theater,4.200-600,2,155,1,"22,100","2,124,374"
19,Unknown,"2,928,307",01/19/2016 00:00:00,Theater,4.200-600,6,359,1,"54,135","4,167,607"
76,SEO,"2,928,307",01/18/2016 00:00:00,Theater,4.200-600,2,357,1,"54,193","4,170,224"
51,Unknown,"31,014,516",01/21/2016 00:00:00,Theater,5.600-1000,2,151,1,919,"81,291"
2,Unknown,"358,797",01/07/2016 00:00:00,Theater,1.TOP 50,6,"1,019",1,"1,136","205,326"
76,Unknown,"9,334,162",01/03/2016 00:00:00,Theater,1.TOP 50,2,276,1,"38,406","4,852,162"
120,SEO,"9,334,162",01/12/2016 00:00:00,Theater,3.100-200,2,237,1,"38,404","4,852,851"
13,SEO,"6,982,864",01/25/2016 00:00:00,Theater,6.>1000,2,209,1,"3,904","631,937"
18,Unknown,"1,045,828",01/14/2016 00:00:00,Theater,4.200-600,2,387,1,"187,378","15,736,150"
38,Unknown,"576,912",01/28/2016 00:00:00,Theater,3.100-200,3,472,1,"64,601","19,246,601"
2,SEO,"576,912",01/16/2016 00:00:00,Theater,4.200-600,3,351,1,"65,955","19,778,970"
5,Unknown,"1,351,969",01/26/2016 00:00:00,Theater,3.100-200,2,321,1,"4,952","618,739"
26,Paid Search,"379,978",01/05/2016 00:00:00,Theater,6.>1000,3,657,1,"34,619","3,255,082"
34,SEO,"379,978",01/07/2016 00:00:00,Theater,1.TOP 50,2,500,1,"34,572","3,256,034"
6,SEO,"379,978",01/04/2016 00:00:00,Theater,5.600-1000,3,355,1,"34,631","3,255,386"
37,Unknown,"540,423",01/23/2016 00:00:00,Theater,5.600-1000,8,348,1,"8,188","802,997"
35,Unknown,"30,061,475",01/25/2016 00:00:00,Theater,3.100-200,2,103,1,"45,947","3,239,224"
9,Unknown,"1,756,997",01/06/2016 00:00:00,Theater,5.600-1000,4,618,1,"33,589","12,153,096"
58,SEO,"7,700,938",01/16/2016 00:00:00,Theater,1.TOP 50,2,677,1,"502,289","54,966,537"
7,Unknown,"16,324,604",01/30/2016 00:00:00,Theater,4.200-600,4,151,1,"28,372","2,291,788"
24,SEO,"35,632,901",01/14/2016 00:00:00,Theater,3.100-200,2,471,1,"11,767","1,159,439"
23,Paid Search,"346,452",01/01/2016 00:00:00,Theater,6.>1000,3,593,1,"12,192","1,741,537"
114,Unknown,"817,936",01/01/2016 00:00:00,Theater,1.TOP 50,1,169,1,"2,192","375,839"
42,SEO,"12,414,877",01/31/2016 00:00:00,Theater,5.600-1000,2,408,1,"2,175","385,491"
1,Paid Search,"1,045,828",01/03/2016 00:00:00,Theater,3.100-200,2,136,1,"186,623","15,699,446"
8,Paid Search,"1,409,572",01/10/2016 00:00:00,Theater,4.200-600,4,595,1,"1,181","196,276"
9,SEO,"569,200",01/22/2016 00:00:00,Theater,6.>1000,4,584,1,"4,729","1,013,543"
2,Paid Search,"569,200",01/30/2016 00:00:00,Theater,1.TOP 50,2,"1,158",1,"4,690","1,001,631"
9,Unknown,"569,200",01/07/2016 00:00:00,Theater,1.TOP 50,2,"1,036",1,"4,831","1,042,668"
2,Unknown,"473,630",01/23/2016 00:00:00,Theater,4.200-600,3,255,1,"19,561","2,657,144"
7,SEO,"4,852,258",01/16/2016 00:00:00,Theater,5.600-1000,3,250,1,"1,966","188,955"
15,Unknown,"1,178,940",01/23/2016 00:00:00,Theater,6.>1000,4,300,1,"4,662","394,356"
18,Unknown,"3,622,188",01/27/2016 00:00:00,Theater,6.>1000,8,398,1,681,"100,721"
21,SEO,"32,874,568",01/25/2016 00:00:00,Theater,4.200-600,2,377,1,"34,896","9,170,238"
1,Paid Search,"32,874,568",01/22/2016 00:00:00,Theater,4.200-600,2,255,1,"34,748","9,154,597"
1,Paid Search,"1,639,036",01/03/2016 00:00:00,Theater,3.100-200,2,107,1,"153,572","12,331,233"
15,SEO,"805,465",01/03/2016 00:00:00,Theater,4.200-600,3,183,1,"297,923","32,225,558"
52,Unknown,"805,465",01/19/2016 00:00:00,Theater,1.TOP 50,2,368,1,"300,237","32,682,874"
1,Unknown,"572,829",01/22/2016 00:00:00,Theater,5.600-1000,2,122,1,"6,322","687,709"
13,Unknown,"5,683,591",01/31/2016 00:00:00,Theater,4.200-600,2,197,1,"2,416","259,675"
82,Paid Search,"357,984",01/13/2016 00:00:00,Theater,5.600-1000,2,239,1,"408,044","58,352,728"
3,SEO,"1,045,828",01/14/2016 00:00:00,Theater,1.TOP 50,2,153,1,"187,378","15,736,150"
7,Unknown,"1,877,299",01/04/2016 00:00:00,Theater,1.TOP 50,3,521,1,"7,082","735,400"
1,SEO,"1,877,299",01/23/2016 00:00:00,Theater,3.100-200,1,55,1,"6,902","724,571"
37,Paid Search,"957,744",01/15/2016 00:00:00,Theater,3.100-200,2,302,1,"53,305","8,260,900"
2,Unknown,"1,085,099",01/05/2016 00:00:00,Theater,3.100-200,7,624,1,"13,073","2,490,244"
24,Unknown,"318,985",01/22/2016 00:00:00,Theater,1.TOP 50,2,508,1,"2,043,682","213,925,684"
22,SEO,"318,985",01/08/2016 00:00:00,Theater,4.200-600,2,281,1,"2,049,031","213,784,870"
58,Paid Search,"318,985",01/21/2016 00:00:00,Theater,2.50-100,2,82,1,"2,045,449","214,165,234"
32,Unknown,"1,489,448",01/12/2016 00:00:00,Theater,1.TOP 50,2,334,1,"32,875","3,487,158"
76,SEO,"340,711",01/18/2016 00:00:00,Theater,6.>1000,4,193,1,"70,558","5,936,170"
1,SEO,"14,312,643",01/29/2016 00:00:00,Theater,4.200-600,2,150,1,"16,728","4,106,289"
102,Unknown,"12,706,568",01/20/2016 00:00:00,Theater,6.>1000,4,319,1,"10,215","1,127,358"
13,SEO,"12,706,568",01/31/2016 00:00:00,Theater,3.100-200,10,"1,183",1,"10,239","1,133,580"
49,Unknown,"25,450,004",01/31/2016 00:00:00,Theater,3.100-200,2,216,1,"89,800","7,633,588"
57,Unknown,"77,865,968",01/16/2016 00:00:00,Theater,2.50-100,2,227,1,"1,864","246,782"
116,Paid Search,"34,984,660",01/07/2016 00:00:00,Theater,3.100-200,2,426,1,"6,424","540,954"
2,Unknown,"2,280,118",01/14/2016 00:00:00,Theater,1.TOP 50,1,129,1,"1,425","283,186"
150,Paid Search,"12,882,407",01/14/2016 00:00:00,Theater,4.200-600,4,669,1,"1,412","432,801"
9,Paid Search,"25,172,984",01/29/2016 00:00:00,Theater,4.200-600,2,337,1,"10,803","977,341"
62,SEO,"3,298,116",01/16/2016 00:00:00,Theater,4.200-600,5,726,1,"5,387","733,425"
8,Paid Search,"2,167,359",01/06/2016 00:00:00,Theater,3.100-200,2,192,1,"2,965","450,358"
24,Unknown,"613,123",01/06/2016 00:00:00,Theater,4.200-600,2,448,1,"23,961","7,778,280"
113,SEO,"11,554,314",01/22/2016 00:00:00,Theater,6.>1000,2,200,1,"2,933","285,778"
12,Unknown,"349,786",01/27/2016 00:00:00,Theater,4.200-600,3,179,1,983,"96,697"
37,Paid Search,"9,370,069",01/10/2016 00:00:00,Theater,4.200-600,3,148,1,"11,653","1,270,778"
12,SEO,"9,370,069",01/24/2016 00:00:00,Theater,5.600-1000,2,120,1,"10,809","1,172,415"
62,Unknown,"937,498",01/17/2016 00:00:00,Theater,3.100-200,2,323,1,"3,555","462,489"
37,Unknown,"78,427,358",01/09/2016 00:00:00,Theater,6.>1000,2,301,1,"1,360","297,598"
7,Paid Search,"79,741,054",01/11/2016 00:00:00,Theater,1.TOP 50,3,"2,703",1,"3,729","1,258,593"
0,Unknown,"16,315,961",01/17/2016 00:00:00,Theater,3.100-200,2,458,1,"3,214","631,830"
96,Paid Search,"4,612,451",01/05/2016 00:00:00,Theater,4.200-600,4,491,1,"8,759","1,130,938"
2,Paid Search,"576,912",01/08/2016 00:00:00,Theater,6.>1000,2,234,1,"66,286","19,943,062"
39,SEO,"15,962,889",01/20/2016 00:00:00,Theater,3.100-200,2,330,1,"2,214","330,618"
21,SEO,"17,586,197",01/24/2016 00:00:00,Theater,5.600-1000,2,283,1,"1,617","296,929"
104,Unknown,"1,635,188",01/10/2016 00:00:00,Theater,3.100-200,3,552,1,"3,968","577,543"
72,SEO,"6,615,180",01/07/2016 00:00:00,Theater,6.>1000,4,484,1,"12,446","1,962,845"
157,Paid Search,"182,387",01/01/2016 00:00:00,Theater,4.200-600,2,334,1,"76,154","8,811,308"
1,Unknown,"25,172,984",01/30/2016 00:00:00,Theater,4.200-600,18,727,1,"10,723","974,365"
47,Paid Search,"558,318",01/05/2016 00:00:00,Theater,4.200-600,2,319,1,656,"70,317"
28,Paid Search,"76,389,137",01/02/2016 00:00:00,Theater,6.>1000,2,241,1,"8,480","1,059,536"
11,Paid Search,"2,036,411",01/18/2016 00:00:00,Theater,6.>1000,1,189,1,"3,567","538,375"
3,Unknown,"4,763,321",01/06/2016 00:00:00,Theater,1.TOP 50,2,321,1,"1,991","303,221"
1,Unknown,"16,790,568",01/09/2016 00:00:00,Theater,6.>1000,2,391,1,517,"184,232"
19,SEO,"79,011,993",01/11/2016 00:00:00,Theater,6.>1000,4,583,1,"1,627","336,610"
1,SEO,"1,917,852",01/09/2016 00:00:00,Theater,4.200-600,2,321,1,"5,238","1,430,084"
5,Unknown,"1,274,898",01/12/2016 00:00:00,Theater,5.600-1000,2,153,1,"25,398","2,171,529"
4,Unknown,"1,274,898",01/11/2016 00:00:00,Theater,1.TOP 50,2,216,1,"25,512","2,181,066"
8,SEO,"1,274,898",01/31/2016 00:00:00,Theater,6.>1000,3,137,1,"24,058","2,092,794"
9,SEO,"1,274,898",01/29/2016 00:00:00,Theater,5.600-1000,4,200,1,"24,356","2,111,913"
70,SEO,"1,274,898",01/11/2016 00:00:00,Theater,4.200-600,2,209,1,"25,512","2,181,066"
2,Unknown,"1,274,898",01/15/2016 00:00:00,Theater,6.>1000,3,119,1,"25,125","2,156,644"
30,SEO,"1,274,898",01/18/2016 00:00:00,Theater,3.100-200,3,262,1,"25,309","2,171,922"
13,Unknown,"9,370,069",01/03/2016 00:00:00,Theater,6.>1000,4,295,1,"12,089","1,310,492"
3,Unknown,"6,047,749",01/07/2016 00:00:00,Theater,6.>1000,2,298,1,"1,064","112,484"
16,Unknown,"2,879,722",01/02/2016 00:00:00,Theater,3.100-200,4,566,1,322,"45,861"
11,SEO,"77,920,436",01/13/2016 00:00:00,Theater,1.TOP 50,2,225,0,77,"7,351"
16,Paid Search,"2,226,033",01/30/2016 00:00:00,Theater,4.200-600,2,536,1,"1,832","482,736"
1,Unknown,"1,877,299",01/30/2016 00:00:00,Theater,5.600-1000,2,96,1,"6,946","737,393"
40,Unknown,"10,611,250",01/11/2016 00:00:00,Theater,6.>1000,2,193,1,"1,103","92,599"
43,Paid Search,"4,976,659",01/17/2016 00:00:00,Theater,5.600-1000,2,166,1,695,"58,436"
6,SEO,"3,602,526",01/05/2016 00:00:00,Theater,5.600-1000,2,344,1,93,"17,120"
3,Paid Search,"84,503,807",01/14/2016 00:00:00,Theater,6.>1000,2,489,1,248,"29,910"
56,Paid Search,"27,014,054",01/24/2016 00:00:00,Theater,1.TOP 50,2,375,1,153,"37,198"
57,SEO,"12,706,568",01/21/2016 00:00:00,Theater,3.100-200,2,244,1,"10,233","1,124,895"
58,Paid Search,"14,214,738",01/16/2016 00:00:00,Theater,3.100-200,2,206,1,"642,320","61,640,322"
7,Unknown,"1,917,852",01/24/2016 00:00:00,Theater,4.200-600,2,310,1,"5,159","1,450,545"
1,Paid Search,"1,917,852",01/17/2016 00:00:00,Theater,1.TOP 50,2,321,1,"5,203","1,456,470"
85,Paid Search,"10,630,096",01/31/2016 00:00:00,Theater,1.TOP 50,1,101,1,"1,492","431,831"
88,Paid Search,"10,630,096",01/27/2016 00:00:00,Theater,1.TOP 50,1,159,1,"1,509","435,106"
65,Paid Search,"4,035,993",01/15/2016 00:00:00,Theater,4.200-600,2,227,1,918,"76,051"
91,Paid Search,"6,686,104",01/23/2016 00:00:00,Theater,3.100-200,3,443,1,"13,382","3,209,630"
8,SEO,"13,977,340",01/09/2016 00:00:00,Theater,1.TOP 50,2,254,1,"217,501","39,096,419"
87,SEO,"30,270,416",01/28/2016 00:00:00,Theater,6.>1000,2,181,1,534,"40,815"
2,Paid Search,"84,503,807",01/09/2016 00:00:00,Theater,6.>1000,2,134,1,262,"32,988"
85,SEO,"5,465,131",01/29/2016 00:00:00,Theater,3.100-200,2,340,1,"1,691","281,111"
2,Unknown,"595,441",01/15/2016 00:00:00,Theater,3.100-200,4,545,1,"2,691","637,483"
19,Paid Search,"1,043,668",01/24/2016 00:00:00,Theater,6.>1000,2,241,1,858,"135,026"
31,Unknown,"12,969,803",01/25/2016 00:00:00,Theater,3.100-200,2,280,1,522,"81,529"
81,Paid Search,"1,274,898",01/28/2016 00:00:00,Theater,5.600-1000,2,183,1,"24,542","2,123,851"
1,SEO,"1,274,898",01/24/2016 00:00:00,Theater,1.TOP 50,2,195,1,"24,896","2,148,540"
56,SEO,"1,274,898",01/10/2016 00:00:00,Theater,6.>1000,2,239,1,"25,592","2,187,958"
27,Unknown,"3,358,663",01/25/2016 00:00:00,Theater,4.200-600,2,122,1,216,"16,737"
2,Paid Search,"8,609,338",01/29/2016 00:00:00,Theater,4.200-600,2,122,1,"12,512","1,204,811"
4,SEO,"76,591,785",01/12/2016 00:00:00,Theater,3.100-200,2,139,1,90,"5,698"
169,Unknown,"4,554,291",01/01/2016 00:00:00,Theater,4.200-600,2,92,1,869,"42,971"
1,Paid Search,"3,057,296",01/30/2016 00:00:00,Theater,3.100-200,2,192,1,72,"10,461"
1,SEO,"2,052,439",01/08/2016 00:00:00,Theater,5.600-1000,4,127,1,263,"47,510"
11,Unknown,"79,434,297",01/26/2016 00:00:00,Theater,6.>1000,2,192,1,482,"74,553"
6,Paid Search,"14,496,493",01/18/2016 00:00:00,Theater,6.>1000,2,99,1,670,"118,838"
11,Unknown,"16,329,320",01/19/2016 00:00:00,Theater,3.100-200,2,251,1,"2,632","211,827"
25,Unknown,"10,735,530",01/21/2016 00:00:00,Theater,5.600-1000,2,209,1,"1,920","249,098"
12,Paid Search,"78,427,358",01/05/2016 00:00:00,Theater,6.>1000,2,401,1,"1,375","301,788"
98,Paid Search,"5,069,559",01/04/2016 00:00:00,Theater,3.100-200,2,288,1,"6,260","841,769"
28,Paid Search,"1,805,258",01/16/2016 00:00:00,Theater,4.200-600,11,"1,213",1,"1,750","102,152"
84,Unknown,"1,312,120",01/09/2016 00:00:00,Theater,5.600-1000,4,412,1,"26,927","3,695,143"
9,Unknown,"6,248,201",01/29/2016 00:00:00,Theater,3.100-200,2,354,1,172,"29,719"
21,Unknown,"4,178,516",01/31/2016 00:00:00,Theater,5.600-1000,9,370,1,960,"122,294"
75,Unknown,"85,566,334",01/27/2016 00:00:00,Theater,4.200-600,2,242,1,170,"25,497"
133,SEO,"9,227,411",01/25/2016 00:00:00,Theater,1.TOP 50,2,555,1,"2,507","304,065"
3,Paid Search,"15,589,292",01/11/2016 00:00:00,Theater,4.200-600,4,478,1,51,"5,152"
17,SEO,"80,348,342",01/27/2016 00:00:00,Theater,1.TOP 50,2,216,0,9,959
15,Paid Search,"29,471,423",01/30/2016 00:00:00,Theater,1.TOP 50,2,892,1,334,"31,229"
42,Unknown,"29,358,782",01/24/2016 00:00:00,Theater,3.100-200,4,338,1,94,"11,454"
20,Paid Search,"807,500",01/24/2016 00:00:00,Theater,6.>1000,2,951,1,"1,079","606,281"
94,Paid Search,"75,664,258",01/22/2016 00:00:00,Theater,1.TOP 50,1,105,1,169,"20,789"
9,SEO,"6,248,201",01/29/2016 00:00:00,Theater,3.100-200,3,320,1,172,"29,719"
46,Unknown,"32,047,205",01/06/2016 00:00:00,Theater,5.600-1000,2,262,0,24,"2,128"
3,Unknown,"8,632,298",01/31/2016 00:00:00,Theater,3.100-200,2,204,1,70,"6,295"
5,SEO,"1,669,428",01/19/2016 00:00:00,Theater,4.200-600,2,116,1,64,"4,471"
86,Paid Search,"4,251,892",01/30/2016 00:00:00,Theater,6.>1000,2,192,1,31,"3,244"
3,SEO,"84,966,068",01/07/2016 00:00:00,Theater,4.200-600,2,237,1,2,389
25,Paid Search,"79,927,874",01/05/2016 00:00:00,Theater,6.>1000,2,209,1,74,"12,600"
2,Unknown,"79,719,272",01/29/2016 00:00:00,Theater,4.200-600,4,91,1,153,"44,417"
8,SEO,"2,236,295",01/09/2016 00:00:00,Theater,1.TOP 50,2,298,1,8,468
48,SEO,"78,790,770",01/04/2016 00:00:00,Theater,6.>1000,5,"1,177",1,21,"2,380"
1,Unknown,"1,085,430",01/22/2016 00:00:00,Theater,1.TOP 50,2,"1,077",1,646,"641,931"
104,Paid Search,"9,535,209",01/10/2016 00:00:00,Theater,5.600-1000,2,262,0,2,211
15,Unknown,"27,262,783",01/01/2016 00:00:00,Theater,6.>1000,2,268,1,8,"1,234"
83,Unknown,"81,225,547",01/31/2016 00:00:00,Theater,1.TOP 50,2,221,1,143,"13,659"
40,Paid Search,"85,446,697",01/06/2016 00:00:00,Theater,3.100-200,2,356,0,3,481
3,Unknown,"7,074,793",01/21/2016 00:00:00,Theater,4.200-600,2,145,1,8,"1,400"
25,Paid Search,"85,010,538",01/06/2016 00:00:00,Theater,6.>1000,2,379,0,4,600
21,Unknown,"1,698,714",01/10/2016 00:00:00,Theater,4.200-600,4,244,1,4,545
137,Paid Search,"8,463,208",01/25/2016 00:00:00,Theater,1.TOP 50,2,572,0,4,893
7,SEO,"13,939,970",01/17/2016 00:00:00,Theater,3.100-200,3,569,0,5,984
20,SEO,"25,692,286",01/23/2016 00:00:00,Theater,3.100-200,4,"1,409",1,"1,156","560,008"
18,Paid Search,"11,854,879",01/20/2016 00:00:00,Theater,1.TOP 50,2,"1,339",1,26,"9,643"
29,Paid Search,"33,337,652",01/15/2016 00:00:00,Theater,4.200-600,2,192,1,6,512
1,Unknown,"8,598,867",01/30/2016 00:00:00,Theater,6.>1000,4,244,1,4,180
1,Paid Search,"2,280,118",01/02/2016 00:00:00,Theater,4.200-600,4,712,1,"1,483","298,751"
32,Paid Search,"85,440,132",01/28/2016 00:00:00,Theater,6.>1000,2,233,0,2,233
1,Paid Search,"166,154",01/30/2016 00:00:00,Theater,3.100-200,2,225,1,"93,018","15,397,733"
46,Unknown,"14,214,738",01/27/2016 00:00:00,Theater,3.100-200,2,230,1,"628,182","60,376,170"
